Day,Date,Time,Room,Programme,sort,Programme.1,Unnamed: 7,Unnamed: 8,Programme.2,Unnamed: 10,Unnamed: 11,Programme.3,Unnamed: 13,Programme.4
DAY 2,2026-07-02,15:20-16:30,Room C,"118*36 Years a Korean Jesuit in Japan
Kim, Allen
International Christian University",114,118,36 Years a Korean Jesuit in Japan,"36 Years a Korean Jesuit in Japan: Migration, Minority Belonging, and the Vocation of Staying",118*36 Years a Korean Jesuit in Japan,"118*36 Years a Korean Jesuit in Japan: Migration, Minority Belonging, and the Vocation of Staying
",,"118*36 Years a Korean Jesuit in Japan: Migration, Minority Belonging, and the Vocation of Staying

Kim, Allen
International Christian University",,"118*36 Years a Korean Jesuit in Japan: Migration, Minority Belonging, and the Vocation of Staying
Kim, Allen
International Christian University"
DAY 2,2026-07-02,15:20-16:30,Room C,"103*Charismatic Leadership in Korean-American Church
Kim, David W.
Australian National University / Kookmin University, Seoul",115,103,Charismatic Leadership in Korean-American Church,Charismatic Leadership in Korean-American Church: The Socio-religious Catalyst of a Boston Immigration Community,103*Charismatic Leadership in Korean-American Church,"103*Charismatic Leadership in Korean-American Church: The Socio-religious Catalyst of a Boston Immigration Community
",,"103*Charismatic Leadership in Korean-American Church: The Socio-religious Catalyst of a Boston Immigration Community

Kim, David W.
Australian National University / Kookmin University, Seoul",,"103*Charismatic Leadership in Korean-American Church: The Socio-religious Catalyst of a Boston Immigration Community
Kim, David W.
Australian National University / Kookmin University, Seoul"
DAY 2,2026-07-02,15:20-16:30,Room C,"120*Christianity in Hong Kong under Political Change
Ng, Ka Shing
Hokkaido University",116,120,Christianity in Hong Kong under Political Change,Christianity in Hong Kong Under Political Change: Strategies of Religious Adaptation,120*Christianity in Hong Kong under Political Change,"120*Christianity in Hong Kong Under Political Change: Strategies of Religious Adaptation
",,"120*Christianity in Hong Kong Under Political Change: Strategies of Religious Adaptation

Ng, Ka Shing
Hokkaido University",,"120*Christianity in Hong Kong Under Political Change: Strategies of Religious Adaptation
Ng, Ka Shing
Hokkaido University"
DAY 3,2026-07-03,09:15-10:45,Room A,"Religion, Gender and Sexuality",117,"Religion, Gender and Sexuality",,,"Religion, Gender and Sexuality",,,,,
DAY 3,2026-07-03,09:15-10:45,Room A,"57*Too Religious For Our Group
Yen, Tzu-Chien
Academia Sinica",118,57,Too Religious For Our Group,"Too Religious for Our Group: Digital Gate-Keeping, Queer Resilience, and the Threat of Religious Change",57*Too Religious For Our Group,"57*Too Religious for Our Group: Digital Gate-Keeping, Queer Resilience, and the Threat of Religious Change
",,"57*Too Religious for Our Group: Digital Gate-Keeping, Queer Resilience, and the Threat of Religious Change

Yen, Tzu-Chien
Academia Sinica",,"57*Too Religious for Our Group: Digital Gate-Keeping, Queer Resilience, and the Threat of Religious Change
Yen, Tzu-Chien
Academia Sinica"
DAY 3,2026-07-03,09:15-10:45,Room A,"98*Middle Women Rising (zhongnü jueqi)
Chen, Jialin
The University of Hong Kong
Wang, Yang
The University of Hong Kong",119,98,Middle Women Rising (zhongnü jueqi),"""Middle Women Rising (zhongnü jueqi)"": Framing Gendered Empowerment on Chinese Social Media",98*Middle Women Rising (zhongnü jueqi),"98*""Middle Women Rising (zhongnü jueqi)"": Framing Gendered Empowerment on Chinese Social Media
",,"98*""Middle Women Rising (zhongnü jueqi)"": Framing Gendered Empowerment on Chinese Social Media

Chen, Jialin
The University of Hong Kong
Wang, Yang
The University of Hong Kong",,"98*""Middle Women Rising (zhongnü jueqi)"": Framing Gendered Empowerment on Chinese Social Media
Chen, Jialin
The University of Hong Kong
Wang, Yang
The University of Hong Kong"
DAY 3,2026-07-03,09:15-10:45,Room A,"8*A Study on the Experience of LGBTQ+ Members of Soka Gakkai Japan
Colletti, Margot
Waseda University",120,8,A Study on the Experience of LGBTQ+ Members of Soka Gakkai Japan,A Study on the Experience of LGBTQ+ Members of Soka Gakkai Japan: What is there to be learnt about the Current Status of Gender Equality Advocacy within the Organisation?,8*A Study on the Experience of LGBTQ+ Members of Soka Gakkai Japan,"8*A Study on the Experience of LGBTQ+ Members of Soka Gakkai Japan: What is there to be learnt about the Current Status of Gender Equality Advocacy within the Organisation?
",,"8*A Study on the Experience of LGBTQ+ Members of Soka Gakkai Japan: What is there to be learnt about the Current Status of Gender Equality Advocacy within the Organisation?

Colletti, Margot
Waseda University",,"8*A Study on the Experience of LGBTQ+ Members of Soka Gakkai Japan: What is there to be learnt about the Current Status of Gender Equality Advocacy within the Organisation?
Colletti, Margot
Waseda University"
DAY 3,2026-07-03,09:15-10:45,Room A,"128*Healthy Families, Holy Nation
Ha, Hyun Jeong
Duke Kunshan University",121,128,"Healthy Families, Holy Nation"," ""Healthy Families, Holy Nation"": Transnational anti-Gender Politics in Contemporary South Korea","128*Healthy Families, Holy Nation","128* ""Healthy Families, Holy Nation"": Transnational anti-Gender Politics in Contemporary South Korea
",,"128* ""Healthy Families, Holy Nation"": Transnational anti-Gender Politics in Contemporary South Korea

Ha, Hyun Jeong
Duke Kunshan University",,"128* ""Healthy Families, Holy Nation"": Transnational anti-Gender Politics in Contemporary South Korea
Ha, Hyun Jeong
Duke Kunshan University"
DAY 3,2026-07-03,09:15-10:45,Room B,"Religion, Market and Economics",122,"Religion, Market and Economics",,,"Religion, Market and Economics",,,,,
DAY 3,2026-07-03,09:15-10:45,Room B,"45*Lucky Charms as Mobile Materiality
Hosono, Kazuto
University Of Tokyo",123,45,Lucky Charms as Mobile Materiality,"Lucky Charms as Mobile Materiality: Portability, Multiplicity, and Authenticity beyond the Sacred/Secular Divide",45*Lucky Charms as Mobile Materiality,"45*Lucky Charms as Mobile Materiality: Portability, Multiplicity, and Authenticity beyond the Sacred/Secular Divide
",,"45*Lucky Charms as Mobile Materiality: Portability, Multiplicity, and Authenticity beyond the Sacred/Secular Divide

Hosono, Kazuto
University Of Tokyo",,"45*Lucky Charms as Mobile Materiality: Portability, Multiplicity, and Authenticity beyond the Sacred/Secular Divide
Hosono, Kazuto
University Of Tokyo"
DAY 3,2026-07-03,09:15-10:45,Room B,"26*Biblically Responsible Investing as Religious Economic Practice
Kitani, Kanan
Doshisha University",124,26,Biblically Responsible Investing as Religious Economic Practice,Biblically Responsible Investing as Religious Economic Practice: Christian Normativity and Market Participation in the United States,26*Biblically Responsible Investing as Religious Economic Practice,"26*Biblically Responsible Investing as Religious Economic Practice: Christian Normativity and Market Participation in the United States
",,"26*Biblically Responsible Investing as Religious Economic Practice: Christian Normativity and Market Participation in the United States

Kitani, Kanan
Doshisha University",,"26*Biblically Responsible Investing as Religious Economic Practice: Christian Normativity and Market Participation in the United States
Kitani, Kanan
Doshisha University"
DAY 3,2026-07-03,09:15-10:45,Room B,"28*From Monopoly to Competition
Lin, Weizhi
Guangdong Ocean University",125,28,From Monopoly to Competition,From Monopoly to Competition: The Transformation of the Menjuan(门眷) System in Daoism in Western Guangdong,28*From Monopoly to Competition,"28*From Monopoly to Competition: The Transformation of the Menjuan(门眷) System in Daoism in Western Guangdong
",,"28*From Monopoly to Competition: The Transformation of the Menjuan(门眷) System in Daoism in Western Guangdong

Lin, Weizhi
Guangdong Ocean University",,"28*From Monopoly to Competition: The Transformation of the Menjuan(门眷) System in Daoism in Western Guangdong
Lin, Weizhi
Guangdong Ocean University"
DAY 3,2026-07-03,09:15-10:45,Room B,"13*Devotion, Discipline, and Capital
Tovankasame, Nicha
Prince Of Songkla University, Phuket Campus",126,13,"Devotion, Discipline, and Capital","Devotion, Discipline, and Capital: Rethinking Religion under Neoliberal Conditions","13*Devotion, Discipline, and Capital","13*Devotion, Discipline, and Capital: Rethinking Religion under Neoliberal Conditions
",,"13*Devotion, Discipline, and Capital: Rethinking Religion under Neoliberal Conditions

Tovankasame, Nicha
Prince Of Songkla University, Phuket Campus",,"13*Devotion, Discipline, and Capital: Rethinking Religion under Neoliberal Conditions
Tovankasame, Nicha
Prince Of Songkla University, Phuket Campus"
DAY 3,2026-07-03,09:15-10:45,Room C,Religious Resilience and Innovation in the Digital Age II,127,Religious Resilience and Innovation in the Digital Age II,,,Religious Resilience and Innovation in the Digital Age II,,,,,
DAY 3,2026-07-03,09:15-10:45,Room C,"15*Formation of a ""Mobile Church"" through Hybridization
Sato, Chitose
Hokkai School Of Commerce, Sapporo",128,15,"Formation of a ""Mobile Church"" through Hybridization","Formation of a ""Mobile Church"" through Hybridization - A Case Study of Contemporary Protestant Churches in China","15*Formation of a ""Mobile Church"" through Hybridization","15*Formation of a ""Mobile Church"" through Hybridization - A Case Study of Contemporary Protestant Churches in China
",,"15*Formation of a ""Mobile Church"" through Hybridization - A Case Study of Contemporary Protestant Churches in China

Sato, Chitose
Hokkai School Of Commerce, Sapporo",,"15*Formation of a ""Mobile Church"" through Hybridization - A Case Study of Contemporary Protestant Churches in China
Sato, Chitose
Hokkai School Of Commerce, Sapporo"
DAY 3,2026-07-03,09:15-10:45,Room C,"19*Redesigning the Sacred
Wang, Linan
Fudan University",129,19,Redesigning the Sacred,Redesigning the Sacred: Digital Mediation and the Crisis of Ritual Efficacy in Shanghai's Taoism,19*Redesigning the Sacred,"19*Redesigning the Sacred: Digital Mediation and the Crisis of Ritual Efficacy in Shanghai's Taoism
",,"19*Redesigning the Sacred: Digital Mediation and the Crisis of Ritual Efficacy in Shanghai's Taoism

Wang, Linan
Fudan University",,"19*Redesigning the Sacred: Digital Mediation and the Crisis of Ritual Efficacy in Shanghai's Taoism
Wang, Linan
Fudan University"
DAY 3,2026-07-03,09:15-10:45,Room C,"33*Digital Footprints and Spiritual Navigation
Liu, Chih-Lin
National Cheng Kung University (Republic Of China)",130,33,Digital Footprints and Spiritual Navigation,Digital Footprints and Spiritual Navigation: An AI-Driven Framework for Religious Resilience and Visual Narratives of Humanistic Buddhism at Fo Guang Shan in Taiwan (2005–2025),33*Digital Footprints and Spiritual Navigation,"33*Digital Footprints and Spiritual Navigation: An AI-Driven Framework for Religious Resilience and Visual Narratives of Humanistic Buddhism at Fo Guang Shan in Taiwan (2005–2025)
",,"33*Digital Footprints and Spiritual Navigation: An AI-Driven Framework for Religious Resilience and Visual Narratives of Humanistic Buddhism at Fo Guang Shan in Taiwan (2005–2025)

Liu, Chih-Lin
National Cheng Kung University (Republic Of China)",,"33*Digital Footprints and Spiritual Navigation: An AI-Driven Framework for Religious Resilience and Visual Narratives of Humanistic Buddhism at Fo Guang Shan in Taiwan (2005–2025)
Liu, Chih-Lin
National Cheng Kung University (Republic Of China)"
DAY 3,2026-07-03,09:15-10:45,Room C,"39*Digital Appeals, Women's Engagement and House Church–State Conflict in L City
Liang, Xinuo
SOAS, University Of London",131,39,"Digital Appeals, Women's Engagement and House Church–State Conflict in L City","Digital Appeals, Women's Engagement and House Church - State Conflict in L City","39*Digital Appeals, Women's Engagement and House Church–State Conflict in L City","39*Digital Appeals, Women's Engagement and House Church - State Conflict in L City
",,"39*Digital Appeals, Women's Engagement and House Church - State Conflict in L City

Liang, Xinuo
SOAS, University Of London",,"39*Digital Appeals, Women's Engagement and House Church - State Conflict in L City
Liang, Xinuo
SOAS, University Of London"
DAY 3,2026-07-03,10:45-11:00,,BREAK,132,BREAK,,,BREAK,,,,,
DAY 3,2026-07-03,11:00-12:10,Room A,Religion in Comparative Scope,133,Religion in Comparative Scope,,,Religion in Comparative Scope,,,,,
DAY 3,2026-07-03,11:00-12:10,Room A,"93*Religious Freedom Across Regimes in Asia
Brasnett, Jonathan
University Of Ottawa",134,93,Religious Freedom Across Regimes in Asia,Religious Freedom Across Regimes in Asia: Does Faith Truly Thrive in Democracy?,93*Religious Freedom Across Regimes in Asia,"93*Religious Freedom Across Regimes in Asia: Does Faith Truly Thrive in Democracy?
",,"93*Religious Freedom Across Regimes in Asia: Does Faith Truly Thrive in Democracy?

Brasnett, Jonathan
University Of Ottawa",,"93*Religious Freedom Across Regimes in Asia: Does Faith Truly Thrive in Democracy?
Brasnett, Jonathan
University Of Ottawa"
DAY 3,2026-07-03,11:00-12:10,Room A,"121*Reflections on Translation and Comparative Method
Hedges, Paul
RSiS, Nanyang Technological University",135,121,Reflections on Translation and Comparative Method,Reflections on Translation and Comparative Method: Hope as Word and Concept inChristianity and Buddhism,121*Reflections on Translation and Comparative Method,"121*Reflections on Translation and Comparative Method: Hope as Word and Concept inChristianity and Buddhism
",,"121*Reflections on Translation and Comparative Method: Hope as Word and Concept inChristianity and Buddhism

Hedges, Paul
RSiS, Nanyang Technological University",,"121*Reflections on Translation and Comparative Method: Hope as Word and Concept inChristianity and Buddhism
Hedges, Paul
RSiS, Nanyang Technological University"
DAY 3,2026-07-03,11:00-12:10,Room A,"46*Religion as a Contentious Space of Authoritarian Influence
Wang, Ray
National Chengchi University",136,46,Religion as a Contentious Space of Authoritarian Influence,Religion as a Contentious Space of Authoritarian Influence: United Front Networks and the Contestation of Civil Society in Taiwan,46*Religion as a Contentious Space of Authoritarian Influence,"46*Religion as a Contentious Space of Authoritarian Influence: United Front Networks and the Contestation of Civil Society in Taiwan
",,"46*Religion as a Contentious Space of Authoritarian Influence: United Front Networks and the Contestation of Civil Society in Taiwan

Wang, Ray
National Chengchi University",,"46*Religion as a Contentious Space of Authoritarian Influence: United Front Networks and the Contestation of Civil Society in Taiwan
Wang, Ray
National Chengchi University"
DAY 3,2026-07-03,11:00-12:10,Room B,Religions in Southeast Asia III,137,Religions in Southeast Asia III,,,Religions in Southeast Asia III,,,,,
DAY 3,2026-07-03,11:00-12:10,Room B,"119*Artificial Intelligence in Taiwanese Folk Religion
Lin, Ching-Chih
National Chengchi University",138,119,Artificial Intelligence in Taiwanese Folk Religion,Artificial Intelligence in Taiwanese Folk Religion: The Dual Dynamics of Protection and Peril at Beigang Wude Temple,119*Artificial Intelligence in Taiwanese Folk Religion,"119*Artificial Intelligence in Taiwanese Folk Religion: The Dual Dynamics of Protection and Peril at Beigang Wude Temple
",,"119*Artificial Intelligence in Taiwanese Folk Religion: The Dual Dynamics of Protection and Peril at Beigang Wude Temple

Lin, Ching-Chih
National Chengchi University",,"119*Artificial Intelligence in Taiwanese Folk Religion: The Dual Dynamics of Protection and Peril at Beigang Wude Temple
Lin, Ching-Chih
National Chengchi University"
DAY 3,2026-07-03,11:00-12:10,Room B,"7*Technologies of Capture
Tischer, Jacob
Charles University Prague",139,7,Technologies of Capture,"Technologies of Capture: Embodiment, Infection, and the Dynamics of Immersion and Documentation in Taiwanese Popular Religion",7*Technologies of Capture,"7*Technologies of Capture: Embodiment, Infection, and the Dynamics of Immersion and Documentation in Taiwanese Popular Religion
",,"7*Technologies of Capture: Embodiment, Infection, and the Dynamics of Immersion and Documentation in Taiwanese Popular Religion

Tischer, Jacob
Charles University Prague",,"7*Technologies of Capture: Embodiment, Infection, and the Dynamics of Immersion and Documentation in Taiwanese Popular Religion
Tischer, Jacob
Charles University Prague"
DAY 3,2026-07-03,11:00-12:10,Room B,"41*Buddhism's Recent Decline in East Asia
Tong, Yunping
Pew Research Center
Fahmy, Dalia
Pew Research Center",140,41,Buddhism's Recent Decline in East Asia,Buddhism's Recent Decline in East Asia,41*Buddhism's Recent Decline in East Asia,"41*Buddhism's Recent Decline in East Asia
",,"41*Buddhism's Recent Decline in East Asia

Tong, Yunping
Pew Research Center
Fahmy, Dalia
Pew Research Center",,"41*Buddhism's Recent Decline in East Asia
Tong, Yunping
Pew Research Center
Fahmy, Dalia
Pew Research Center"
DAY 3,2026-07-03,11:00-12:10,Room C,"Ritual, Festival and Religion II",141,"Ritual, Festival and Religion II",,,"Ritual, Festival and Religion II",,,,,
DAY 3,2026-07-03,11:00-12:10,Room C,"124*Emotional Resilience of Filial Piety in the East Asian Society
Zhang, Wenxu
The Chinese University Of Hong Kong",142,124,Emotional Resilience of Filial Piety in the East Asian Society,Emotional Resilience of Filial Piety in the East Asian Society: Dialogue between Science and Humanities,124*Emotional Resilience of Filial Piety in the East Asian Society,"124*Emotional Resilience of Filial Piety in the East Asian Society: Dialogue between Science and Humanities
",,"124*Emotional Resilience of Filial Piety in the East Asian Society: Dialogue between Science and Humanities

Zhang, Wenxu
The Chinese University Of Hong Kong",,"124*Emotional Resilience of Filial Piety in the East Asian Society: Dialogue between Science and Humanities
Zhang, Wenxu
The Chinese University Of Hong Kong"
DAY 3,2026-07-03,11:00-12:10,Room C,"42*The Belief of Emperor Fuyou 孚佑帝君 in Taiwan's Morality Books 
Before and After World War II
Chen, Weng-Ching
National Chengchi University",143,42,The Belief of Emperor Fuyou 孚佑帝君 in Taiwan's Morality Books ,The Belief of Emperor Fuyou 孚佑帝君 in Taiwan's Morality Books Before and After World War II : Centered on the Collection of Books by Venerable Yuanman Dezhi 圓滿德治法師,42*The Belief of Emperor Fuyou 孚佑帝君 in Taiwan's Morality Books ,"42*The Belief of Emperor Fuyou 孚佑帝君 in Taiwan's Morality Books Before and After World War II : Centered on the Collection of Books by Venerable Yuanman Dezhi 圓滿德治法師
",,"42*The Belief of Emperor Fuyou 孚佑帝君 in Taiwan's Morality Books Before and After World War II : Centered on the Collection of Books by Venerable Yuanman Dezhi 圓滿德治法師

Before and After World War II
Chen, Weng-Ching
National Chengchi University",,"42*The Belief of Emperor Fuyou 孚佑帝君 in Taiwan's Morality Books Before and After World War II : Centered on the Collection of Books by Venerable Yuanman Dezhi 圓滿德治法師
Before and After World War II
Chen, Weng-Ching
National Chengchi University"
DAY 3,2026-07-03,11:00-12:10,Room C,"35*Ritual Ontology under Algorithmic Mediation
Wu, Kijin James
Tainan Theological College And Seminary",144,35,Ritual Ontology under Algorithmic Mediation,Ritual Ontology under Algorithmic Mediation: Inter-Rituality and AI-Driven Ritual Transformation in Contemporary Taiwan,35*Ritual Ontology under Algorithmic Mediation,"35*Ritual Ontology under Algorithmic Mediation: Inter-Rituality and AI-Driven Ritual Transformation in Contemporary Taiwan
",,"35*Ritual Ontology under Algorithmic Mediation: Inter-Rituality and AI-Driven Ritual Transformation in Contemporary Taiwan

Wu, Kijin James
Tainan Theological College And Seminary",,"35*Ritual Ontology under Algorithmic Mediation: Inter-Rituality and AI-Driven Ritual Transformation in Contemporary Taiwan
Wu, Kijin James
Tainan Theological College And Seminary"
DAY 3,2026-07-03,12:10-13:30,,LUNCH,145,LUNCH,,,LUNCH,,,,,
DAY 3,2026-07-03,13:30-15:00,Room A,Digital Faith Communities,146,Digital Faith Communities,,,Digital Faith Communities,,,,,
DAY 3,2026-07-03,13:30-15:00,Room A,"59*Tenrikyo Missionary Work and The Digital Society
Horiuchi, Midori
Tenri University",147,59,Tenrikyo Missionary Work and The Digital Society,Tenrikyo Missionary Work and the Digital Society: Is Door-to-Door Missionary Work Sustainable ?,59*Tenrikyo Missionary Work and The Digital Society,"59*Tenrikyo Missionary Work and the Digital Society: Is Door-to-Door Missionary Work Sustainable ?
",,"59*Tenrikyo Missionary Work and the Digital Society: Is Door-to-Door Missionary Work Sustainable ?

Horiuchi, Midori
Tenri University",,"59*Tenrikyo Missionary Work and the Digital Society: Is Door-to-Door Missionary Work Sustainable ?
Horiuchi, Midori
Tenri University"
DAY 3,2026-07-03,13:30-15:00,Room A,"114*Transmission of Vernacular Ritual Traditions in the Digital Age
Sun, Jiayue
The University Of Hong Kong",148,114,Transmission of Vernacular Ritual Traditions in the Digital Age,Transmission of Vernacular Ritual Traditions in the Digital Age: A Preliminary Study,114*Transmission of Vernacular Ritual Traditions in the Digital Age,"114*Transmission of Vernacular Ritual Traditions in the Digital Age: A Preliminary Study
",,"114*Transmission of Vernacular Ritual Traditions in the Digital Age: A Preliminary Study

Sun, Jiayue
The University Of Hong Kong",,"114*Transmission of Vernacular Ritual Traditions in the Digital Age: A Preliminary Study
Sun, Jiayue
The University Of Hong Kong"
DAY 3,2026-07-03,13:30-15:00,Room A,"74*Research on the Religious Experience by VR Virtual Reality Technology
Wang, Chao
Shaanxi Normal University",149,74,Research on the Religious Experience by VR Virtual Reality Technology,Research on the Religious Experience by VR Virtual Reality Technology,74*Research on the Religious Experience by VR Virtual Reality Technology,"74*Research on the Religious Experience by VR Virtual Reality Technology
",,"74*Research on the Religious Experience by VR Virtual Reality Technology

Wang, Chao
Shaanxi Normal University",,"74*Research on the Religious Experience by VR Virtual Reality Technology
Wang, Chao
Shaanxi Normal University"
DAY 3,2026-07-03,13:30-15:00,Room A,"105*Transnational Chinese Christians and Digital Placemaking 
in the Mediterranean Region
Cao, Nanlai
City University Of Hong Kong",150,105,Transnational Chinese Christians and Digital Placemaking ,Transnational Chinese Christians and Digital Placemaking in the Mediterranean Region,105*Transnational Chinese Christians and Digital Placemaking ,"105*Transnational Chinese Christians and Digital Placemaking in the Mediterranean Region
",,"105*Transnational Chinese Christians and Digital Placemaking in the Mediterranean Region

in the Mediterranean Region
Cao, Nanlai
City University Of Hong Kong",,"105*Transnational Chinese Christians and Digital Placemaking in the Mediterranean Region
in the Mediterranean Region
Cao, Nanlai
City University Of Hong Kong"
DAY 3,2026-07-03,13:30-15:00,Room B,Religion in Social Media,151,Religion in Social Media,,,Religion in Social Media,,,,,
DAY 3,2026-07-03,13:30-15:00,Room B,"48*Bandwagon Pilgrimage
Lyu, Zhongwang
Hong Kong Shue Yan University",152,48,Bandwagon Pilgrimage,Bandwagon Pilgrimage: Imitative Rituals on Social Media - A Case Study of the Communication of Black Myth: Wukong,48*Bandwagon Pilgrimage,"48*Bandwagon Pilgrimage: Imitative Rituals on Social Media - A Case Study of the Communication of Black Myth: Wukong
",,"48*Bandwagon Pilgrimage: Imitative Rituals on Social Media - A Case Study of the Communication of Black Myth: Wukong

Lyu, Zhongwang
Hong Kong Shue Yan University",,"48*Bandwagon Pilgrimage: Imitative Rituals on Social Media - A Case Study of the Communication of Black Myth: Wukong
Lyu, Zhongwang
Hong Kong Shue Yan University"
DAY 3,2026-07-03,13:30-15:00,Room B,"97*Platformed Cross-Reading
Ma, Nan
Jinan University (Guangzhou, China)",153,97,Platformed Cross-Reading,Platformed Cross-Reading: Marian - Guanyin Functional Equivalence in Social Media Contexts,97*Platformed Cross-Reading,"97*Platformed Cross-Reading: Marian - Guanyin Functional Equivalence in Social Media Contexts
",,"97*Platformed Cross-Reading: Marian - Guanyin Functional Equivalence in Social Media Contexts

Ma, Nan
Jinan University (Guangzhou, China)",,"97*Platformed Cross-Reading: Marian - Guanyin Functional Equivalence in Social Media Contexts
Ma, Nan
Jinan University (Guangzhou, China)"
DAY 3,2026-07-03,13:30-15:00,Room B,"123*Rednote (Xiao Hong Shu 小紅書) as Method
Shmushko, Kai
University Of Amsterdam",154,123,Rednote (Xiao Hong Shu 小紅書) as Method,Rednote (Xiao hong shu 小紅書) as Method: Theorizing Religious Repertoires in Global Chinese Sphere,123*Rednote (Xiao Hong Shu 小紅書) as Method,"123*Rednote (Xiao hong shu 小紅書) as Method: Theorizing Religious Repertoires in Global Chinese Sphere
",,"123*Rednote (Xiao hong shu 小紅書) as Method: Theorizing Religious Repertoires in Global Chinese Sphere

Shmushko, Kai
University Of Amsterdam",,"123*Rednote (Xiao hong shu 小紅書) as Method: Theorizing Religious Repertoires in Global Chinese Sphere
Shmushko, Kai
University Of Amsterdam"
DAY 3,2026-07-03,13:30-15:00,Room B,"53*Translation Edit Rates (TER) of Current LLMs for the Chinese to English Translation 
of the Fo Guang Dictionary of Buddhism
Shih, Zhi Yue
Fo Guang Shan Institute Of Humanistic Buddhism",155,53,Translation Edit Rates (TER) of Current LLMs for the Chinese to English Translation ,Translation Edit Rates (TER) of Current LLMs for the Chinese to English Translation of the Fo Guang Dictionary of Buddhism: Correlations with Taishō Canon Mapping,53*Translation Edit Rates (TER) of Current LLMs for the Chinese to English Translation ,"53*Translation Edit Rates (TER) of Current LLMs for the Chinese to English Translation of the Fo Guang Dictionary of Buddhism: Correlations with Taishō Canon Mapping
",,"53*Translation Edit Rates (TER) of Current LLMs for the Chinese to English Translation of the Fo Guang Dictionary of Buddhism: Correlations with Taishō Canon Mapping

of the Fo Guang Dictionary of Buddhism
Shih, Zhi Yue
Fo Guang Shan Institute Of Humanistic Buddhism",,"53*Translation Edit Rates (TER) of Current LLMs for the Chinese to English Translation of the Fo Guang Dictionary of Buddhism: Correlations with Taishō Canon Mapping
of the Fo Guang Dictionary of Buddhism
Shih, Zhi Yue
Fo Guang Shan Institute Of Humanistic Buddhism"
DAY 3,2026-07-03,13:30-15:00,Room C,Religious Liberty Issues in East Asia,156,Religious Liberty Issues in East Asia,,,Religious Liberty Issues in East Asia,,,,,
DAY 3,2026-07-03,13:30-15:00,Room C,"31*Religious Freedom and Institutional Path Dependency
Wu, Chih-Chung
Independent Scholar, Taipei, Taiwan",157,31,Religious Freedom and Institutional Path Dependency,Religious Freedom and Institutional Path Dependency: Rethinking the Tai Ji Men Tax Controversy in Taiwan,31*Religious Freedom and Institutional Path Dependency,"31*Religious Freedom and Institutional Path Dependency: Rethinking the Tai Ji Men Tax Controversy in Taiwan
",,"31*Religious Freedom and Institutional Path Dependency: Rethinking the Tai Ji Men Tax Controversy in Taiwan

Wu, Chih-Chung
Independent Scholar, Taipei, Taiwan",,"31*Religious Freedom and Institutional Path Dependency: Rethinking the Tai Ji Men Tax Controversy in Taiwan
Wu, Chih-Chung
Independent Scholar, Taipei, Taiwan"
DAY 3,2026-07-03,13:30-15:00,Room C,"29*Human Rights, Religious Liberty, and the Limits of Legal Reform
Lee, Rowena
Independent Scholar, Taipei, Taiwan",158,29,"Human Rights, Religious Liberty, and the Limits of Legal Reform","Human Rights, Religious Liberty, and the Limits of Legal Reform: Lessons from Contemporary Taiwanese Cases","29*Human Rights, Religious Liberty, and the Limits of Legal Reform","29*Human Rights, Religious Liberty, and the Limits of Legal Reform: Lessons from Contemporary Taiwanese Cases
",,"29*Human Rights, Religious Liberty, and the Limits of Legal Reform: Lessons from Contemporary Taiwanese Cases

Lee, Rowena
Independent Scholar, Taipei, Taiwan",,"29*Human Rights, Religious Liberty, and the Limits of Legal Reform: Lessons from Contemporary Taiwanese Cases
Lee, Rowena
Independent Scholar, Taipei, Taiwan"
DAY 3,2026-07-03,13:30-15:00,Room C,"30*Religious Gifts, Transitional Justice, and Incentive Structures
Wen, Shang-Bin
Tai Ji Men Qigong Academy",159,30,"Religious Gifts, Transitional Justice, and Incentive Structures","Religious Gifts, Transitional Justice, and Incentive Structures: A Three-Dimensional Analysis of Taiwan's Tai Ji Men Case","30*Religious Gifts, Transitional Justice, and Incentive Structures","30*Religious Gifts, Transitional Justice, and Incentive Structures: A Three-Dimensional Analysis of Taiwan's Tai Ji Men Case
",,"30*Religious Gifts, Transitional Justice, and Incentive Structures: A Three-Dimensional Analysis of Taiwan's Tai Ji Men Case

Wen, Shang-Bin
Tai Ji Men Qigong Academy",,"30*Religious Gifts, Transitional Justice, and Incentive Structures: A Three-Dimensional Analysis of Taiwan's Tai Ji Men Case
Wen, Shang-Bin
Tai Ji Men Qigong Academy"
DAY 3,2026-07-03,13:30-15:00,Room C,"112*Cult Controversies in Asia
Introvigne, Massimo
CESNUR (Center For Studies On New Religions)
Respinti, Marco
The Journal of CESNUR, Milan, Italy",160,112,Cult Controversies in Asia,"""Cult"" Controversies in Asia: Democratic Neutrality, Delegitimization and the Erosion of Religious Liberty",112*Cult Controversies in Asia,"112*""Cult"" Controversies in Asia: Democratic Neutrality, Delegitimization and the Erosion of Religious Liberty
",,"112*""Cult"" Controversies in Asia: Democratic Neutrality, Delegitimization and the Erosion of Religious Liberty

Introvigne, Massimo
CESNUR (Center For Studies On New Religions)
Respinti, Marco
The Journal of CESNUR, Milan, Italy",,"112*""Cult"" Controversies in Asia: Democratic Neutrality, Delegitimization and the Erosion of Religious Liberty
Introvigne, Massimo
CESNUR (Center For Studies On New Religions)
Respinti, Marco
The Journal of CESNUR, Milan, Italy"
DAY 3,2026-07-03,15:00-15:20,,BREAK,161,BREAK,,,BREAK,,,,,
